transaction_id,customer_id,product_id,amount,payment_method,coupon,device_id,ip_address,shipping_address,timestamp,payment_status
TXN_0081,CUST_044,PROD_001,1499,CARD,SAVE50,DEV_063,192.168.1.28,ADDR_046,2026-08-07T19:46:59.895104,success
TXN_0082,CUST_036,PROD_005,2499,CARD,NONE,DEV_067,192.168.1.25,ADDR_011,2026-08-07T01:12:59.895104,failed
TXN_0083,CUST_063,PROD_005,799,NETBANKING,CLEAR500,DEV_083,192.168.1.92,ADDR_063,2026-08-16T11:06:59.895104,success
TXN_0084,CUST_012,PROD_003,799,CARD,SAVE50,DEV_040,192.168.1.85,ADDR_075,2026-08-12T20:39:59.895104,failed
TXN_0085,CUST_071,PROD_005,999,CARD,SAVE100,DEV_046,192.168.1.90,ADDR_059,2026-08-08T09:29:59.895104,success
TXN_0086,CUST_033,PROD_002,499,NETBANKING,SAVE50,DEV_041,192.168.1.16,ADDR_096,2026-08-20T10:53:59.895104,success
TXN_0087,CUST_025,PROD_002,2499,CARD,SAVE100,DEV_093,192.168.1.76,ADDR_098,2026-08-19T22:37:59.895104,success
TXN_0088,CUST_013,PROD_002,999,UPI,SAVE100,DEV_023,192.168.1.39,ADDR_002,2026-08-20T09:00:59.895104,success
TXN_0089,CUST_036,PROD_001,499,NETBANKING,SAVE100,DEV_090,192.168.1.17,ADDR_082,2026-08-18T09:45:59.895104,success
TXN_0090,CUST_002,PROD_005,999,CARD,CLEAR500,DEV_057,192.168.1.44,ADDR_024,2026-07-29T09:42:59.895104,success
TXN_0091,CUST_062,PROD_001,499,CARD,CLEAR500,DEV_010,192.168.1.74,ADDR_081,2026-07-29T12:08:59.895104,success
TXN_0092,CUST_020,PROD_005,999,UPI,SAVE50,DEV_016,192.168.1.72,ADDR_098,2026-08-15T00:09:59.895104,success
TXN_0093,CUST_100,PROD_005,1499,CARD,CLEAR500,DEV_039,192.168.1.111,ADDR_076,2026-08-15T13:58:59.895104,success
TXN_0094,CUST_073,PROD_005,499,NETBANKING,NONE,DEV_098,192.168.1.27,ADDR_081,2026-08-05T16:04:59.895104,success
TXN_0095,CUST_085,PROD_001,799,UPI,SAVE50,DEV_071,192.168.1.10,ADDR_021,2026-07-27T04:30:59.895104,failed
TXN_0096,CUST_058,PROD_005,1499,CARD,NONE,DEV_030,192.168.1.37,ADDR_091,2026-08-08T22:23:59.895104,failed
TXN_0097,CUST_010,PROD_002,999,NETBANKING,SAVE50,DEV_055,192.168.1.15,ADDR_070,2026-08-06T07:08:59.895104,success
TXN_0098,CUST_035,PROD_002,499,UPI,SAVE50,DEV_102,192.168.1.40,ADDR_077,2026-08-21T23:18:59.895104,success
TXN_0099,CUST_057,PROD_001,1499,NETBANKING,SAVE100,DEV_090,192.168.1.52,ADDR_035,2026-08-18T20:13:59.895104,failed
TXN_0100,CUST_057,PROD_001,1999,UPI,CLEAR500,DEV_095,192.168.1.42,ADDR_078,2026-08-07T11:03:59.895104,success
TXN_0101,CUST_012,PROD_002,2499,NETBANKING,NONE,DEV_098,192.168.1.87,ADDR_106,2026-08-08T07:57:59.895104,success
TXN_0102,CUST_098,PROD_002,1499,NETBANKING,CLEAR500,DEV_118,192.168.1.36,ADDR_024,2026-08-22T16:55:59.895104,failed
TXN_0103,CUST_082,PROD_004,499,CARD,SAVE100,DEV_053,192.168.1.43,ADDR_042,2026-07-31T19:50:59.895104,success
TXN_0104,CUST_043,PROD_004,2499,CARD,SAVE100,DEV_085,192.168.1.52,ADDR_105,2026-08-21T02:26:59.895104,success
TXN_0105,CUST_059,PROD_001,999,CARD,SAVE100,DEV_015,192.168.1.99,ADDR_052,2026-08-19T11:39:59.895104,success
TXN_0106,CUST_085,PROD_005,1499,CARD,NONE,DEV_025,192.168.1.67,ADDR_047,2026-08-24T09:39:59.895104,failed
TXN_0107,CUST_081,PROD_004,499,UPI,SAVE100,DEV_071,192.168.1.17,ADDR_119,2026-08-09T04:11:59.895104,failed
TXN_0108,CUST_090,PROD_004,499,UPI,SAVE50,DEV_091,192.168.1.21,ADDR_040,2026-08-21T03:14:59.895104,success
TXN_0109,CUST_071,PROD_004,499,UPI,NONE,DEV_060,192.168.1.16,ADDR_083,2026-08-03T01:45:59.895104,failed
TXN_0110,CUST_092,PROD_003,1999,NETBANKING,SAVE100,DEV_054,192.168.1.107,ADDR_062,2026-08-17T13:22:59.895104,success
TXN_0111,CUST_059,PROD_005,799,CARD,SAVE50,DEV_118,192.168.1.77,ADDR_066,2026-08-02T06:41:59.895104,success
TXN_0112,CUST_036,PROD_004,999,NETBANKING,SAVE100,DEV_106,192.168.1.1,ADDR_037,2026-08-09T15:41:59.895104,failed
TXN_0113,CUST_020,PROD_004,1999,CARD,SAVE100,DEV_043,192.168.1.71,ADDR_098,2026-08-20T19:09:59.895104,failed
TXN_0114,CUST_059,PROD_003,799,NETBANKING,SAVE50,DEV_074,192.168.1.50,ADDR_030,2026-08-14T18:15:59.895104,success
TXN_0115,CUST_041,PROD_004,2499,CARD,CLEAR500,DEV_085,192.168.1.102,ADDR_106,2026-08-25T17:45:59.895104,success
TXN_0116,CUST_064,PROD_001,799,NETBANKING,SAVE100,DEV_112,192.168.1.13,ADDR_112,2026-08-16T02:30:59.895104,success
TXN_0117,CUST_068,PROD_004,499,NETBANKING,SAVE50,DEV_053,192.168.1.112,ADDR_084,2026-08-03T02:11:59.895104,success
TXN_0118,CUST_061,PROD_003,999,NETBANKING,CLEAR500,DEV_084,192.168.1.11,ADDR_110,2026-08-11T00:27:59.895104,failed
TXN_0119,CUST_041,PROD_004,1999,UPI,NONE,DEV_031,192.168.1.81,ADDR_088,2026-08-09T03:28:59.895104,success
TXN_0120,CUST_096,PROD_001,1499,UPI,NONE,DEV_057,192.168.1.22,ADDR_089,2026-08-09T16:40:59.895104,success
TXN_0121,CUST_006,PROD_003,499,CARD,SAVE100,DEV_048,192.168.1.56,ADDR_019,2026-08-07T04:18:59.895104,failed
TXN_0122,CUST_073,PROD_002,799,UPI,NONE,DEV_079,192.168.1.112,ADDR_049,2026-08-24T06:28:59.895104,success
TXN_0123,CUST_064,PROD_005,799,UPI,CLEAR500,DEV_082,192.168.1.33,ADDR_059,2026-08-07T16:28:59.895104,success
TXN_0124,CUST_060,PROD_003,2499,NETBANKING,SAVE50,DEV_010,192.168.1.57,ADDR_045,2026-08-22T19:22:59.895104,success
TXN_0125,CUST_082,PROD_004,2499,CARD,CLEAR500,DEV_109,192.168.1.39,ADDR_026,2026-08-13T13:46:59.895104,failed
TXN_0126,CUST_014,PROD_002,1499,NETBANKING,SAVE100,DEV_074,192.168.1.38,ADDR_090,2026-08-09T12:03:59.895104,success
TXN_0127,CUST_085,PROD_004,999,UPI,NONE,DEV_117,192.168.1.78,ADDR_096,2026-08-18T16:08:59.895104,success
TXN_0128,CUST_100,PROD_002,1999,CARD,SAVE50,DEV_082,192.168.1.25,ADDR_080,2026-08-07T11:20:59.895104,success
TXN_0129,CUST_081,PROD_001,2499,NETBANKING,NONE,DEV_040,192.168.1.101,ADDR_057,2026-07-28T14:01:59.895104,success
TXN_0130,CUST_094,PROD_002,499,CARD,SAVE100,DEV_096,192.168.1.54,ADDR_023,2026-08-05T04:54:59.895104,success
TXN_0131,CUST_070,PROD_003,1999,NETBANKING,SAVE100,DEV_107,192.168.1.22,ADDR_033,2026-08-17T23:53:59.895104,success
TXN_0132,CUST_096,PROD_003,499,CARD,NONE,DEV_019,192.168.1.97,ADDR_029,2026-08-14T03:39:59.895104,success
TXN_0133,CUST_012,PROD_004,499,CARD,NONE,DEV_059,192.168.1.48,ADDR_087,2026-08-07T23:56:59.895104,failed
TXN_0134,CUST_082,PROD_003,499,NETBANKING,SAVE50,DEV_061,192.168.1.4,ADDR_080,2026-08-21T14:47:59.895104,success
TXN_0135,CUST_079,PROD_002,2499,UPI,CLEAR500,DEV_117,192.168.1.90,ADDR_039,2026-08-25T14:43:59.895104,failed
TXN_0136,CUST_015,PROD_002,499,UPI,SAVE100,DEV_064,192.168.1.15,ADDR_013,2026-08-06T18:02:59.895104,success
TXN_0137,CUST_050,PROD_004,999,NETBANKING,CLEAR500,DEV_076,192.168.1.96,ADDR_094,2026-08-03T02:21:59.895104,failed
TXN_0138,CUST_084,PROD_001,1499,NETBANKING,CLEAR500,DEV_036,192.168.1.5,ADDR_089,2026-08-12T22:18:59.895104,success
TXN_0139,CUST_057,PROD_004,799,CARD,NONE,DEV_088,192.168.1.48,ADDR_070,2026-08-25T09:54:59.895104,success
TXN_0140,CUST_008,PROD_004,999,UPI,NONE,DEV_109,192.168.1.106,ADDR_059,2026-07-31T05:42:59.895104,success
TXN_0141,CUST_083,PROD_005,499,UPI,SAVE100,DEV_032,192.168.1.17,ADDR_101,2026-08-21T18:15:59.895104,success
TXN_0142,CUST_009,PROD_005,799,NETBANKING,SAVE50,DEV_105,192.168.1.112,ADDR_030,2026-08-11T00:27:59.895104,success
TXN_0143,CUST_077,PROD_001,999,UPI,SAVE50,DEV_070,192.168.1.33,ADDR_103,2026-08-04T00:10:59.895104,success
TXN_0144,CUST_085,PROD_001,799,UPI,SAVE100,DEV_102,192.168.1.101,ADDR_031,2026-08-22T20:46:59.895104,success
TXN_0145,CUST_003,PROD_002,999,UPI,SAVE50,DEV_095,192.168.1.54,ADDR_068,2026-08-01T05:43:59.895104,success
TXN_0146,CUST_061,PROD_004,999,NETBANKING,NONE,DEV_058,192.168.1.65,ADDR_029,2026-08-24T01:26:59.895104,success
TXN_0147,CUST_094,PROD_005,999,CARD,NONE,DEV_008,192.168.1.62,ADDR_109,2026-08-14T08:15:59.895104,failed
TXN_0148,CUST_088,PROD_001,1499,NETBANKING,CLEAR500,DEV_010,192.168.1.116,ADDR_011,2026-08-10T17:24:59.895104,success
TXN_0149,CUST_009,PROD_002,999,NETBANKING,SAVE100,DEV_049,192.168.1.77,ADDR_068,2026-08-09T11:41:59.895104,failed
TXN_0150,CUST_065,PROD_005,1499,UPI,NONE,DEV_110,192.168.1.84,ADDR_084,2026-08-21T03:47:59.895104,success
TXN_0151,CUST_056,PROD_004,799,CARD,SAVE100,DEV_106,192.168.1.59,ADDR_052,2026-08-14T23:57:59.895104,success
TXN_0152,CUST_041,PROD_004,999,NETBANKING,SAVE100,DEV_048,192.168.1.20,ADDR_088,2026-08-17T15:36:59.895104,success
TXN_0153,CUST_012,PROD_001,499,CARD,NONE,DEV_096,192.168.1.95,ADDR_048,2026-08-01T23:42:59.895104,success
TXN_0154,CUST_076,PROD_005,1999,CARD,NONE,DEV_053,192.168.1.46,ADDR_112,2026-08-15T07:32:59.895104,success
TXN_0155,CUST_037,PROD_005,999,CARD,NONE,DEV_074,192.168.1.65,ADDR_028,2026-08-03T02:35:59.895104,failed
TXN_0156,CUST_029,PROD_001,999,NETBANKING,SAVE100,DEV_015,192.168.1.98,ADDR_036,2026-08-22T04:39:59.895104,success
TXN_0157,CUST_055,PROD_005,1999,NETBANKING,NONE,DEV_078,192.168.1.119,ADDR_085,2026-08-08T05:42:59.895104,success
TXN_0158,CUST_024,PROD_003,2499,CARD,SAVE100,DEV_045,192.168.1.1,ADDR_024,2026-08-02T14:03:59.895104,failed
TXN_0159,CUST_009,PROD_002,2499,NETBANKING,NONE,DEV_012,192.168.1.96,ADDR_068,2026-08-05T20:33:59.895104,failed
TXN_0160,CUST_054,PROD_004,999,UPI,SAVE100,DEV_040,192.168.1.93,ADDR_042,2026-08-21T21:32:59.895104,success
TXN_0161,CUST_007,PROD_002,799,NETBANKING,NONE,DEV_087,192.168.1.11,ADDR_035,2026-08-16T05:34:59.895104,failed
TXN_0162,CUST_063,PROD_005,1499,CARD,SAVE100,DEV_028,192.168.1.97,ADDR_066,2026-08-01T05:54:59.895104,success
TXN_0163,CUST_056,PROD_001,999,NETBANKING,CLEAR500,DEV_068,192.168.1.86,ADDR_040,2026-07-29T03:11:59.895104,success
TXN_0164,CUST_051,PROD_005,499,UPI,SAVE50,DEV_039,192.168.1.28,ADDR_099,2026-08-02T07:28:59.895104,success
TXN_0165,CUST_038,PROD_003,499,UPI,CLEAR500,DEV_096,192.168.1.56,ADDR_023,2026-08-01T22:41:59.895104,failed
TXN_0166,CUST_069,PROD_002,1999,NETBANKING,SAVE100,DEV_010,192.168.1.51,ADDR_111,2026-07-28T23:47:59.895104,failed
TXN_0167,CUST_003,PROD_004,499,CARD,CLEAR500,DEV_074,192.168.1.52,ADDR_091,2026-08-25T04:47:59.895104,failed
TXN_0168,CUST_038,PROD_001,1499,UPI,SAVE100,DEV_022,192.168.1.103,ADDR_080,2026-08-17T00:07:59.895104,success
TXN_0169,CUST_012,PROD_004,499,UPI,CLEAR500,DEV_076,192.168.1.52,ADDR_068,2026-07-30T15:29:59.895104,failed
TXN_0170,CUST_040,PROD_003,799,CARD,SAVE50,DEV_010,192.168.1.66,ADDR_082,2026-08-01T06:07:59.895104,success
TXN_0171,CUST_100,PROD_003,999,NETBANKING,SAVE50,DEV_031,192.168.1.14,ADDR_019,2026-08-07T17:10:59.895104,success
TXN_0172,CUST_023,PROD_005,799,NETBANKING,NONE,DEV_023,192.168.1.99,ADDR_081,2026-08-18T13:17:59.895104,failed
TXN_0173,CUST_097,PROD_005,1999,CARD,SAVE100,DEV_111,192.168.1.81,ADDR_041,2026-08-02T22:28:59.895104,failed
TXN_0174,CUST_009,PROD_004,1499,NETBANKING,SAVE100,DEV_102,192.168.1.36,ADDR_076,2026-07-29T14:56:59.895104,success
TXN_0175,CUST_065,PROD_001,999,CARD,CLEAR500,DEV_005,192.168.1.8,ADDR_048,2026-08-09T03:08:59.895104,success
TXN_0176,CUST_083,PROD_001,1999,NETBANKING,CLEAR500,DEV_060,192.168.1.75,ADDR_071,2026-07-28T22:23:59.895104,failed
TXN_0177,CUST_074,PROD_002,999,NETBANKING,CLEAR500,DEV_065,192.168.1.20,ADDR_008,2026-08-16T13:40:59.895104,success
TXN_0178,CUST_044,PROD_001,1999,NETBANKING,SAVE50,DEV_006,192.168.1.32,ADDR_091,2026-08-15T23:43:59.895104,failed
TXN_0179,CUST_068,PROD_005,1999,UPI,SAVE100,DEV_048,192.168.1.118,ADDR_037,2026-08-13T16:44:59.895104,failed
TXN_0180,CUST_100,PROD_003,2499,NETBANKING,NONE,DEV_102,192.168.1.81,ADDR_083,2026-08-11T07:06:59.895104,success
TXN_0181,CUST_043,PROD_001,1999,NETBANKING,CLEAR500,DEV_037,192.168.1.33,ADDR_093,2026-08-25T22:43:59.895104,success
TXN_0182,CUST_043,PROD_001,1999,NETBANKING,SAVE50,DEV_118,192.168.1.45,ADDR_040,2026-08-25T22:10:59.895104,failed
TXN_0183,CUST_017,PROD_005,2499,UPI,SAVE100,DEV_072,192.168.1.49,ADDR_083,2026-08-11T00:22:59.895104,success
TXN_0184,CUST_086,PROD_005,499,NETBANKING,CLEAR500,DEV_066,192.168.1.47,ADDR_003,2026-08-12T13:38:59.895104,success
TXN_0185,CUST_024,PROD_002,999,CARD,SAVE50,DEV_029,192.168.1.18,ADDR_020,2026-07-30T13:52:59.895104,success
TXN_0186,CUST_013,PROD_005,1999,NETBANKING,NONE,DEV_085,192.168.1.44,ADDR_113,2026-08-24T04:38:59.895104,success
TXN_0187,CUST_077,PROD_004,799,UPI,SAVE50,DEV_107,192.168.1.89,ADDR_099,2026-08-24T11:57:59.895104,success
TXN_0188,CUST_093,PROD_004,499,CARD,SAVE100,DEV_087,192.168.1.93,ADDR_031,2026-08-16T06:46:59.895104,success
TXN_0189,CUST_097,PROD_004,799,NETBANKING,SAVE50,DEV_040,192.168.1.104,ADDR_101,2026-08-17T09:52:59.895104,success
TXN_0190,CUST_048,PROD_005,1499,CARD,SAVE100,DEV_100,192.168.1.49,ADDR_065,2026-08-20T01:42:59.895104,failed
TXN_0191,CUST_021,PROD_002,1999,UPI,SAVE100,DEV_007,192.168.1.83,ADDR_062,2026-08-12T23:02:59.895104,success
TXN_0192,CUST_092,PROD_005,499,CARD,NONE,DEV_098,192.168.1.21,ADDR_035,2026-08-16T12:21:59.895104,success
TXN_0193,CUST_056,PROD_001,799,CARD,SAVE100,DEV_120,192.168.1.4,ADDR_054,2026-07-29T11:45:59.895104,failed
TXN_0194,CUST_065,PROD_003,799,CARD,NONE,DEV_048,192.168.1.29,ADDR_004,2026-08-10T13:40:59.895104,success
